Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
2,0,6,2.2500000000e+02,2.2500000000e+02,2.2498752377e+02,2.2491320156e+02,0.0000000000e+00,-2.7598048371e-01
6,1,4,2.2498752377e+02,2.2491320156e+02,2.2501544084e+02,2.2503325065e+02,-2.7598048371e-01,-1.1109235862e-01
4,0,0,2.2501544084e+02,2.2503325065e+02,2.2502329223e+02,2.2512039773e+02,-1.1109235862e-01,1.6467595614e-01
0,1,2,2.2502329223e+02,2.2512039773e+02,2.2501589731e+02,2.2499802970e+02,1.6467595614e-01,-2.9898310000e-04
2,1,0,2.2501589731e+02,2.2499802970e+02,2.2502335337e+02,2.2512028443e+02,-2.9898310000e-04,1.6459804471e-01
0,2,1,2.2502335337e+02,2.2512028443e+02,2.2502039584e+02,2.2505038087e+02,1.6459804471e-01,1.0671823670e-01
1,0,5,2.2502039584e+02,2.2505038087e+02,2.2501818342e+02,2.2496265878e+02,1.0671823670e-01,-1.6925153070e-01
5,2,4,2.2501818342e+02,2.2496265878e+02,2.2502787996e+02,2.2503163747e+02,-1.6925153070e-01,-1.1157804070e-01
4,0,0,2.2502787996e+02,2.2503163747e+02,2.2503577367e+02,2.2511878072e+02,-1.1157804070e-01,1.6419027406e-01
0,0,4,2.2503577367e+02,2.2511878072e+02,2.2502802545e+02,2.2503162107e+02,1.6419027406e-01,-1.1161651868e-01
4,0,0,2.2502802545e+02,2.2503162107e+02,2.2503592251e+02,2.2511876402e+02,-1.1161651868e-01,1.6415179608e-01
0,2,1,2.2503592251e+02,2.2511876402e+02,2.2503293379e+02,2.2504886179e+02,1.6415179608e-01,1.0627198807e-01
1,1,3,2.2503293379e+02,2.2504886179e+02,2.2504019126e+02,2.2492565989e+02,1.0627198807e-01,-5.8639794302e-02
3,2,2,2.2504019126e+02,2.2492565989e+02,2.2504225356e+02,2.2499534701e+02,-5.8639794302e-02,-9.4785735300e-04
2,2,3,2.2504225356e+02,2.2499534701e+02,2.2504008861e+02,2.2492563179e+02,-9.4785735300e-04,-5.8646512224e-02
3,0,7,2.2504008861e+02,2.2492563179e+02,2.2503308501e+02,2.2483833646e+02,-5.8646512224e-02,-3.3440330757e-01
7,1,5,2.2503308501e+02,2.2483833646e+02,2.2504644323e+02,2.2495992024e+02,-3.3440330757e-01,-1.6954474422e-01
5,1,7,2.2504644323e+02,2.2495992024e+02,2.2503305677e+02,2.2483819724e+02,-1.6954474422e-01,-3.3440471264e-01
7,1,5,2.2503305677e+02,2.2483819724e+02,2.2504641517e+02,2.2495978100e+02,-3.3440471264e-01,-1.6954614929e-01
5,1,7,2.2504641517e+02,2.2495978100e+02,2.2503302854e+02,2.2483805803e+02,-1.6954614929e-01,-3.3440611771e-01
7,0,3,2.2503302854e+02,2.2483805803e+02,2.2504014546e+02,2.2492514907e+02,-3.3440611771e-01,-5.8652641474e-02
3,1,1,2.2504014546e+02,2.2492514907e+02,2.2503295951e+02,2.2504829041e+02,-5.8652641474e-02,1.0627941223e-01
1,0,5,2.2503295951e+02,2.2504829041e+02,2.2503070860e+02,2.2496056930e+02,1.0627941223e-01,-1.6969035517e-01
5,0,1,2.2503070860e+02,2.2496056930e+02,2.2503310307e+02,2.2504818557e+02,-1.6969035517e-01,1.0625251832e-01
1,1,3,2.2503310307e+02,2.2504818557e+02,2.2504035814e+02,2.2492498353e+02,1.0625251832e-01,-5.8659264054e-02
3,2,2,2.2504035814e+02,2.2492498353e+02,2.2504242180e+02,2.2499467061e+02,-5.8659264054e-02,-9.6732710500e-04
2,0,6,2.2504242180e+02,2.2499467061e+02,2.2502986162e+02,2.2490788428e+02,-9.6732710500e-04,-2.7694781081e-01
6,2,7,2.2502986162e+02,2.2490788428e+02,2.2502083362e+02,2.2483870161e+02,-2.7694781081e-01,-3.3474331141e-01
7,0,3,2.2502083362e+02,2.2483870161e+02,2.2502797991e+02,2.2492579025e+02,-3.3474331141e-01,-5.8989835174e-02
3,1,1,2.2502797991e+02,2.2492579025e+02,2.2502083548e+02,2.2504893401e+02,-5.8989835174e-02,1.0594221853e-01
1,1,3,2.2502083548e+02,2.2504893401e+02,2.2502805232e+02,2.2492572972e+02,1.0594221853e-01,-5.8969563844e-02
3,2,2,2.2502805232e+02,2.2492572972e+02,2.2503013760e+02,2.2499541616e+02,-5.8969563844e-02,-1.2776268950e-03
2,0,6,2.2503013760e+02,2.2499541616e+02,2.2501755049e+02,2.2490863373e+02,-1.2776268950e-03,-2.7725811060e-01
6,1,4,2.2501755049e+02,2.2490863373e+02,2.2504562091e+02,2.2502864706e+02,-2.7725811060e-01,-1.1236998551e-01
4,1,6,2.2504562091e+02,2.2502864706e+02,2.2501754231e+02,2.2490849042e+02,-1.1236998551e-01,-2.7730245866e-01
6,1,4,2.2501754231e+02,2.2490849042e+02,2.2504561805e+02,2.2502850251e+02,-2.7730245866e-01,-1.1241433357e-01
4,0,0,2.2504561805e+02,2.2502850251e+02,2.2505358464e+02,2.2511563913e+02,-1.1241433357e-01,1.6335398119e-01
0,2,1,2.2505358464e+02,2.2511563913e+02,2.2505054014e+02,2.2504573931e+02,1.6335398119e-01,1.0547417318e-01
1,0,5,2.2505054014e+02,2.2504573931e+02,2.2504821860e+02,2.2495802003e+02,1.0547417318e-01,-1.7049559422e-01
5,2,4,2.2504821860e+02,2.2495802003e+02,2.2505800094e+02,2.2502698660e+02,-1.7049559422e-01,-1.1282210421e-01
4,2,5,2.2505800094e+02,2.2502698660e+02,2.2504812078e+02,2.2495795553e+02,-1.1282210421e-01,-1.7051603965e-01
5,0,1,2.2504812078e+02,2.2495795553e+02,2.2505058759e+02,2.2504556980e+02,-1.7051603965e-01,1.0542683384e-01
1,2,0,2.2505058759e+02,2.2504556980e+02,2.2505354970e+02,2.2511533959e+02,1.0542683384e-01,1.6323481559e-01
0,0,4,2.2505354970e+02,2.2511533959e+02,2.2504571820e+02,2.2502818738e+02,1.6323481559e-01,-1.1257197715e-01
4,0,0,2.2504571820e+02,2.2502818738e+02,2.2505369853e+02,2.2511532274e+02,-1.1257197715e-01,1.6319633761e-01
0,0,4,2.2505369853e+02,2.2511532274e+02,2.2504586368e+02,2.2502817084e+02,1.6319633761e-01,-1.1261045513e-01
4,1,6,2.2504586368e+02,2.2502817084e+02,2.2501775617e+02,2.2490802096e+02,-1.1261045513e-01,-2.7754292827e-01
6,1,4,2.2501775617e+02,2.2490802096e+02,2.2504586078e+02,2.2502802629e+02,-2.7754292827e-01,-1.1265480318e-01
4,2,5,2.2504586078e+02,2.2502802629e+02,2.2503599216e+02,2.2495899356e+02,-1.1265480318e-01,-1.7034873862e-01
5,0,1,2.2503599216e+02,2.2495899356e+02,2.2503844432e+02,2.2504660824e+02,-1.7034873862e-01,1.0559413487e-01
1,0,5,2.2503844432e+02,2.2504660824e+02,2.2503613330e+02,2.2495888869e+02,1.0559413487e-01,-1.7037563253e-01
5,1,7,2.2503613330e+02,2.2495888869e+02,2.2502264570e+02,2.2483717686e+02,-1.7037563253e-01,-3.3523560095e-01
7,0,3,2.2502264570e+02,2.2483717686e+02,2.2502983486e+02,2.2492426196e+02,-3.3523560095e-01,-5.9482124710e-02
3,1,1,2.2502983486e+02,2.2492426196e+02,2.2502275106e+02,2.2504740923e+02,-5.9482124710e-02,1.0544992899e-01
1,2,0,2.2502275106e+02,2.2504740923e+02,2.2502571156e+02,2.2511717908e+02,1.0544992899e-01,1.6325791074e-01
0,2,1,2.2502571156e+02,2.2511717908e+02,2.2502266035e+02,2.2504727955e+02,1.6325791074e-01,1.0537810272e-01
1,0,5,2.2502266035e+02,2.2504727955e+02,2.2502033038e+02,2.2495956050e+02,1.0537810272e-01,-1.7059166468e-01
5,1,7,2.2502033038e+02,2.2495956050e+02,2.2500681649e+02,2.2483785159e+02,-1.7059166468e-01,-3.3545163310e-01
7,1,5,2.2500681649e+02,2.2483785159e+02,2.2502030217e+02,2.2495942130e+02,-3.3545163310e-01,-1.7059306975e-01
5,1,7,2.2502030217e+02,2.2495942130e+02,2.2500678811e+02,2.2483771241e+02,-1.7059306975e-01,-3.3545303817e-01
7,1,5,2.2500678811e+02,2.2483771241e+02,2.2502027396e+02,2.2495928209e+02,-3.3545303817e-01,-1.7059447482e-01
5,2,4,2.2502027396e+02,2.2495928209e+02,2.2503006312e+02,2.2502824770e+02,-1.7059447482e-01,-1.1292098481e-01
4,2,5,2.2503006312e+02,2.2502824770e+02,2.2502017613e+02,2.2495921761e+02,-1.1292098481e-01,-1.7061492025e-01
5,2,4,2.2502017613e+02,2.2495921761e+02,2.2502996670e+02,2.2502818301e+02,-1.7061492025e-01,-1.1294143024e-01
4,0,0,2.2502996670e+02,2.2502818301e+02,2.2503797922e+02,2.2511531542e+02,-1.1294143024e-01,1.6282688452e-01
0,2,1,2.2503797922e+02,2.2511531542e+02,2.2503489788e+02,2.2504541722e+02,1.6282688452e-01,1.0494707651e-01
1,1,3,2.2503489788e+02,2.2504541722e+02,2.2504199211e+02,2.2492220581e+02,1.0494707651e-01,-5.9964705864e-02
3,0,7,2.2504199211e+02,2.2492220581e+02,2.2503487343e+02,2.2483491979e+02,-5.9964705864e-02,-3.3572150121e-01
7,1,5,2.2503487343e+02,2.2483491979e+02,2.2504839192e+02,2.2495648585e+02,-3.3572150121e-01,-1.7086293786e-01
5,2,4,2.2504839192e+02,2.2495648585e+02,2.2505819959e+02,2.2502544883e+02,-1.7086293786e-01,-1.1318944786e-01
4,0,0,2.2505819959e+02,2.2502544883e+02,2.2506623372e+02,2.2511257925e+02,-1.1318944786e-01,1.6257886690e-01
0,0,4,2.2506623372e+02,2.2511257925e+02,2.2505834506e+02,2.2502543219e+02,1.6257886690e-01,-1.1322792584e-01
4,2,5,2.2505834506e+02,2.2502543219e+02,2.2504843688e+02,2.2495640514e+02,-1.1322792584e-01,-1.7092186127e-01
5,0,1,2.2504843688e+02,2.2495640514e+02,2.2505093925e+02,2.2504401840e+02,-1.7092186127e-01,1.0502101222e-01
1,0,5,2.2505093925e+02,2.2504401840e+02,2.2504857795e+02,2.2495630018e+02,1.0502101222e-01,-1.7094875518e-01
5,0,1,2.2504857795e+02,2.2495630018e+02,2.2505108268e+02,2.2504391338e+02,-1.7094875518e-01,1.0499411831e-01
1,0,5,2.2505108268e+02,2.2504391338e+02,2.2504871902e+02,2.2495619522e+02,1.0499411831e-01,-1.7097564909e-01
5,0,1,2.2504871902e+02,2.2495619522e+02,2.2505122611e+02,2.2504380835e+02,-1.7097564909e-01,1.0496722440e-01
1,0,5,2.2505122611e+02,2.2504380835e+02,2.2504886009e+02,2.2495609026e+02,1.0496722440e-01,-1.7100254300e-01
5,2,4,2.2504886009e+02,2.2495609026e+02,2.2505867740e+02,2.2502505187e+02,-1.7100254300e-01,-1.1332905300e-01
4,0,0,2.2505867740e+02,2.2502505187e+02,2.2506672369e+02,2.2511218116e+02,-1.1332905300e-01,1.6243926176e-01
