Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
2,2,3,2.2372533056e+02,2.2428328538e+02,2.2404204160e+02,2.2415083944e+02,1.3605375519e+00,1.0931333468e+00
3,1,1,2.2404204160e+02,2.2415083944e+02,2.2342049453e+02,2.2420648325e+02,1.0931333468e+00,1.8338530751e+00
1,0,5,2.2342049453e+02,2.2420648325e+02,2.2381786829e+02,2.2405214357e+02,1.8338530751e+00,6.0396671580e-01
5,1,7,2.2381786829e+02,2.2405214357e+02,2.2426059048e+02,2.2369159989e+02,6.0396671580e-01,-1.3376596620e-01
7,1,5,2.2426059048e+02,2.2369159989e+02,2.2381709427e+02,2.2405220804e+02,-1.3376596620e-01,6.0381366200e-01
5,0,1,2.2381709427e+02,2.2405220804e+02,2.2342052955e+02,2.2420652749e+02,6.0381366200e-01,1.8335971998e+00
1,2,0,2.2342052955e+02,2.2420652749e+02,2.2310498551e+02,2.2436169287e+02,1.8335971998e+00,2.1136033715e+00
0,2,1,2.2310498551e+02,2.2436169287e+02,2.2341978120e+02,2.2420648324e+02,2.1136033715e+00,1.8337483220e+00
1,2,0,2.2341978120e+02,2.2420648324e+02,2.2310421372e+02,2.2436160094e+02,1.8337483220e+00,2.1137544937e+00
0,2,1,2.2310421372e+02,2.2436160094e+02,2.2341903286e+02,2.2420643888e+02,2.1137544937e+00,1.8338994441e+00
1,1,3,2.2341903286e+02,2.2420643888e+02,2.2404061050e+02,2.2415052070e+02,1.8338994441e+00,1.0932662213e+00
3,2,2,2.2404061050e+02,2.2415052070e+02,2.2372355132e+02,2.2428260262e+02,1.0932662213e+00,1.3606646550e+00
2,2,3,2.2372355132e+02,2.2428260262e+02,2.2404027920e+02,2.2415019693e+02,1.3606646550e+00,1.0932604499e+00
3,2,2,2.2404027920e+02,2.2415019693e+02,2.2372322078e+02,2.2428228068e+02,1.0932604499e+00,1.3606588837e+00
2,2,3,2.2372322078e+02,2.2428228068e+02,2.2403994789e+02,2.2414987316e+02,1.3606588837e+00,1.0932546786e+00
3,2,2,2.2403994789e+02,2.2414987316e+02,2.2372289023e+02,2.2428195874e+02,1.0932546786e+00,1.3606531123e+00
2,0,6,2.2372289023e+02,2.2428195874e+02,2.2401794370e+02,2.2397478842e+02,1.3606531123e+00,1.3091528153e-01
6,1,4,2.2401794370e+02,2.2397478842e+02,2.2372732432e+02,2.2452762985e+02,1.3091528153e-01,8.7170191408e-01
4,2,5,2.2372732432e+02,2.2452762985e+02,2.2397095886e+02,2.2428560446e+02,8.7170191408e-01,6.0432264520e-01
5,2,4,2.2397095886e+02,2.2428560446e+02,2.2372707352e+02,2.2452718819e+02,6.0432264520e-01,8.7179860639e-01
4,1,6,2.2372707352e+02,2.2452718819e+02,2.2401712741e+02,2.2397448293e+02,8.7179860639e-01,1.3095620289e-01
6,2,7,2.2401712741e+02,2.2397448293e+02,2.2428105695e+02,2.2374254852e+02,1.3095620289e-01,-1.4892582006e-01
7,1,5,2.2428105695e+02,2.2374254852e+02,2.2384307826e+02,2.2410983832e+02,-1.4892582006e-01,5.8865380814e-01
5,0,1,2.2384307826e+02,2.2410983832e+02,2.2344889848e+02,2.2427015167e+02,5.8865380814e-01,1.8184373459e+00
1,2,0,2.2344889848e+02,2.2427015167e+02,2.2313574289e+02,2.2443008264e+02,1.8184373459e+00,2.0984435177e+00
0,2,1,2.2313574289e+02,2.2443008264e+02,2.2344814954e+02,2.2427011877e+02,2.0984435177e+00,1.8185884681e+00
1,0,5,2.2344814954e+02,2.2427011877e+02,2.2384312116e+02,2.2410973155e+02,1.8185884681e+00,5.8870210881e-01
5,2,4,2.2384312116e+02,2.2410973155e+02,2.2360303909e+02,2.2435509527e+02,5.8870210881e-01,8.5617807000e-01
4,0,0,2.2360303909e+02,2.2435509527e+02,2.2326467439e+02,2.2458381865e+02,8.5617807000e-01,2.0649793287e+00
0,0,4,2.2326467439e+02,2.2458381865e+02,2.2360373965e+02,2.2435483577e+02,2.0649793287e+00,8.5621759030e-01
4,2,5,2.2360373965e+02,2.2435483577e+02,2.2384359753e+02,2.2410906703e+02,8.5621759030e-01,5.8883832142e-01
5,0,1,2.2384359753e+02,2.2410906703e+02,2.2344938817e+02,2.2426930765e+02,5.8883832142e-01,1.8186218592e+00
1,2,0,2.2344938817e+02,2.2426930765e+02,2.2313620308e+02,2.2442918084e+02,1.8186218592e+00,2.0986280309e+00
0,2,1,2.2313620308e+02,2.2442918084e+02,2.2344863925e+02,2.2426927462e+02,2.0986280309e+00,1.8187729814e+00
1,2,0,2.2344863925e+02,2.2426927462e+02,2.2313543000e+02,2.2442910047e+02,1.8187729814e+00,2.0987791531e+00
0,0,4,2.2313543000e+02,2.2442910047e+02,2.2348203971e+02,2.2421170654e+02,2.0987791531e+00,8.9001741472e-01
4,0,0,2.2348203971e+02,2.2421170654e+02,2.2313613035e+02,2.2442885112e+02,8.9001741472e-01,2.0988186734e+00
0,0,4,2.2313613035e+02,2.2442885112e+02,2.2348274864e+02,2.2421147089e+02,2.0988186734e+00,8.9005693502e-01
4,1,6,2.2348274864e+02,2.2421147089e+02,2.2378284510e+02,2.2366415336e+02,8.9005693502e-01,1.4921453152e-01
6,2,7,2.2378284510e+02,2.2366415336e+02,2.2405096514e+02,2.2343707625e+02,1.4921453152e-01,-1.3066749143e-01
7,0,3,2.2405096514e+02,2.2343707625e+02,2.2371678163e+02,2.2367249484e+02,-1.3066749143e-01,1.0781608506e+00
3,1,1,2.2371678163e+02,2.2367249484e+02,2.2309613732e+02,2.2373743817e+02,1.0781608506e+00,1.8188805788e+00
1,2,0,2.2309613732e+02,2.2373743817e+02,2.2278291088e+02,2.2389723032e+02,1.8188805788e+00,2.0988867506e+00
0,2,1,2.2278291088e+02,2.2389723032e+02,2.2309538840e+02,2.2373740494e+02,2.0988867506e+00,1.8190317010e+00
1,2,0,2.2309538840e+02,2.2373740494e+02,2.2278213782e+02,2.2389714976e+02,1.8190317010e+00,2.0990378727e+00
0,1,2,2.2278213782e+02,2.2389714976e+02,2.2328555993e+02,2.2362579755e+02,2.0990378727e+00,1.3613759538e+00
2,0,6,2.2328555993e+02,2.2362579755e+02,2.2358083535e+02,2.2331884059e+02,1.3613759538e+00,1.3163812296e-01
6,0,2,2.2358083535e+02,2.2331884059e+02,2.2328564655e+02,2.2362632036e+02,1.3163812296e-01,1.3614797638e+00
2,0,6,2.2328564655e+02,2.2362632036e+02,2.2358095383e+02,2.2331939405e+02,1.3614797638e+00,1.3174193296e-01
6,0,2,2.2358095383e+02,2.2331939405e+02,2.2328573311e+02,2.2362684318e+02,1.3174193296e-01,1.3615835738e+00
2,2,3,2.2328573311e+02,2.2362684318e+02,2.2360258252e+02,2.2349472860e+02,1.3615835738e+00,1.0941793686e+00
3,2,2,2.2360258252e+02,2.2349472860e+02,2.2328540286e+02,2.2362652094e+02,1.0941793686e+00,1.3615778024e+00
2,0,6,2.2328540286e+02,2.2362652094e+02,2.2358074024e+02,2.2331962359e+02,1.3615778024e+00,1.3183997160e-01
6,0,2,2.2358074024e+02,2.2331962359e+02,2.2328548937e+02,2.2362704377e+02,1.3183997160e-01,1.3616816124e+00
