Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
17,2,21,2.2495019231e+02,2.2538260580e+02,2.2493346252e+02,2.2508898805e+02,6.3703326772e-02,-1.8823704054e-01
21,2,17,2.2493346252e+02,2.2508898805e+02,2.2495029979e+02,2.2538270188e+02,-1.8823704054e-01,6.3733669152e-02
17,0,1,2.2495029979e+02,2.2538270188e+02,2.2492957689e+02,2.2552585348e+02,6.3733669152e-02,5.2674020241e-01
1,1,9,2.2492957689e+02,2.2552585348e+02,2.2496401428e+02,2.2525974780e+02,5.2674020241e-01,1.6229695426e-01
9,1,1,2.2496401428e+02,2.2525974780e+02,2.2492960421e+02,2.2552561319e+02,1.6229695426e-01,5.2672609447e-01
1,0,17,2.2492960421e+02,2.2552561319e+02,2.2495056919e+02,2.2538207175e+02,5.2672609447e-01,6.3748401832e-02
17,1,25,2.2495056919e+02,2.2538207175e+02,2.2490146859e+02,2.2512355463e+02,6.3748401832e-02,-2.9931828377e-01
25,0,9,2.2490146859e+02,2.2512355463e+02,2.2492530205e+02,2.2526140301e+02,-2.9931828377e-01,1.6315952271e-01
9,1,1,2.2492530205e+02,2.2526140301e+02,2.2489066267e+02,2.2552723862e+02,1.6315952271e-01,5.2758866292e-01
1,0,17,2.2489066267e+02,2.2552723862e+02,2.2491175146e+02,2.2538371532e+02,5.2758866292e-01,6.4610970282e-02
17,4,16,2.2491175146e+02,2.2538371532e+02,2.2493586481e+02,2.2549112247e+02,6.4610970282e-02,1.1204239497e-01
16,0,0,2.2493586481e+02,2.2549112247e+02,2.2492512651e+02,2.2563089058e+02,1.1204239497e-01,5.7405355664e-01
0,0,16,2.2492512651e+02,2.2563089058e+02,2.2493595474e+02,2.2549077084e+02,5.7405355664e-01,1.1202099648e-01
16,1,24,2.2493595474e+02,2.2549077084e+02,2.2486028611e+02,2.2523819105e+02,1.1202099648e-01,-2.4867100282e-01
24,1,16,2.2486028611e+02,2.2523819105e+02,2.2493635155e+02,2.2549086410e+02,-2.4867100282e-01,1.1203034148e-01
16,0,0,2.2493635155e+02,2.2549086410e+02,2.2492561493e+02,2.2563063234e+02,1.1203034148e-01,5.7404150315e-01
0,0,16,2.2492561493e+02,2.2563063234e+02,2.2493644148e+02,2.2549051247e+02,5.7404150315e-01,1.1200894299e-01
16,1,24,2.2493644148e+02,2.2549051247e+02,2.2486076981e+02,2.2523793359e+02,1.1200894299e-01,-2.4868305631e-01
24,2,28,2.2486076981e+02,2.2523793359e+02,2.2473212276e+02,2.2496308259e+02,-2.4868305631e-01,-5.0084633212e-01
