Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
12,1,4,2.2555846857e+02,2.2503634045e+02,2.2555866169e+02,2.2528988654e+02,-6.5153957380e-03,3.5669002080e-01
4,2,0,2.2555866169e+02,2.2528988654e+02,2.2555230004e+02,2.2558250409e+02,3.5669002080e-01,6.0860283710e-01
0,0,16,2.2555230004e+02,2.2558250409e+02,2.2556796189e+02,2.2544284200e+02,6.0860283710e-01,1.4657027694e-01
16,2,20,2.2556796189e+02,2.2544284200e+02,2.2551246544e+02,2.2515235534e+02,1.4657027694e-01,-1.0327728592e-01
20,0,4,2.2551246544e+02,2.2515235534e+02,2.2550788254e+02,2.2529053802e+02,-1.0327728592e-01,3.5939258318e-01
4,0,20,2.2550788254e+02,2.2529053802e+02,2.2551261699e+02,2.2515248328e+02,3.5939258318e-01,-1.0334124786e-01
20,4,21,2.2551261699e+02,2.2515248328e+02,2.2549646204e+02,2.2504747781e+02,-1.0334124786e-01,-1.5099739512e-01
21,2,17,2.2549646204e+02,2.2504747781e+02,2.2550235236e+02,2.2534161487e+02,-1.5099739512e-01,1.0097331457e-01
17,3,19,2.2550235236e+02,2.2534161487e+02,2.2552770841e+02,2.2510521065e+02,1.0097331457e-01,-4.1139743121e-02
19,1,27,2.2552770841e+02,2.2510521065e+02,2.2551573656e+02,2.2485164433e+02,-4.1139743121e-02,-4.0429379272e-01
27,3,25,2.2551573656e+02,2.2485164433e+02,2.2552501370e+02,2.2507973375e+02,-4.0429379272e-01,-2.6204539682e-01
25,2,29,2.2552501370e+02,2.2507973375e+02,2.2545289761e+02,2.2479509106e+02,-2.6204539682e-01,-5.1618233574e-01
29,2,25,2.2545289761e+02,2.2479509106e+02,2.2552503888e+02,2.2508031828e+02,-5.1618233574e-01,-2.6203517702e-01
25,3,27,2.2552503888e+02,2.2508031828e+02,2.2551557236e+02,2.2485252784e+02,-2.6203517702e-01,-4.0425626944e-01
27,4,26,2.2551557236e+02,2.2485252784e+02,2.2551579988e+02,2.2495705707e+02,-4.0425626944e-01,-3.5639069094e-01
26,2,30,2.2551579988e+02,2.2495705707e+02,2.2544532753e+02,2.2466541806e+02,-3.5639069094e-01,-6.1035997924e-01
30,4,31,2.2544532753e+02,2.2466541806e+02,2.2544949333e+02,2.2455808019e+02,-6.1035997924e-01,-6.5849797538e-01
31,1,23,2.2544949333e+02,2.2455808019e+02,2.2547681986e+02,2.2481772643e+02,-6.5849797538e-01,-2.9598180124e-01
23,2,19,2.2547681986e+02,2.2481772643e+02,2.2543241028e+02,2.2510496822e+02,-2.9598180124e-01,-4.6035073136e-02
19,3,17,2.2543241028e+02,2.2510496822e+02,2.2540806241e+02,2.2534144486e+02,-4.6035073136e-02,9.6088974064e-02
17,4,16,2.2540806241e+02,2.2534144486e+02,2.2542878341e+02,2.2544955772e+02,9.6088974064e-02,1.4352039875e-01
16,1,24,2.2542878341e+02,2.2544955772e+02,2.2536110711e+02,2.2519472010e+02,1.4352039875e-01,-2.1717160055e-01
24,0,8,2.2536110711e+02,2.2519472010e+02,2.2538968169e+02,2.2533014272e+02,-2.1717160055e-01,2.4418516971e-01
8,1,0,2.2538968169e+02,2.2533014272e+02,2.2537570070e+02,2.2559038876e+02,2.4418516971e-01,6.0668616045e-01
0,4,1,2.2537570070e+02,2.2559038876e+02,2.2536577087e+02,2.2548327247e+02,6.0668616045e-01,5.5853346800e-01
1,2,5,2.2536577087e+02,2.2548327247e+02,2.2542082117e+02,2.2518761980e+02,5.5853346800e-01,3.0451946008e-01
5,2,1,2.2542082117e+02,2.2518761980e+02,2.2536555133e+02,2.2548307376e+02,3.0451946008e-01,5.5856206789e-01
1,0,17,2.2536555133e+02,2.2548307376e+02,2.2539107470e+02,2.2534027238e+02,5.5856206789e-01,9.5584375252e-02
17,4,16,2.2539107470e+02,2.2534027238e+02,2.2541185025e+02,2.2544837477e+02,9.5584375252e-02,1.4301579994e-01
16,2,20,2.2541185025e+02,2.2544837477e+02,2.2535532162e+02,2.2515808720e+02,1.4301579994e-01,-1.0683176292e-01
20,2,16,2.2535532162e+02,2.2515808720e+02,2.2541199124e+02,2.2544864418e+02,-1.0683176292e-01,1.4296227267e-01
16,4,17,2.2541199124e+02,2.2544864418e+02,2.2539112508e+02,2.2534075991e+02,1.4296227267e-01,9.5576378667e-02
17,1,25,2.2539112508e+02,2.2534075991e+02,2.2535027603e+02,2.2508081122e+02,9.5576378667e-02,-2.6749030693e-01
25,3,27,2.2535027603e+02,2.2508081122e+02,2.2533956704e+02,2.2485307580e+02,-2.6749030693e-01,-4.0971139935e-01
27,1,19,2.2533956704e+02,2.2485307580e+02,2.2535322246e+02,2.2510684118e+02,-4.0971139935e-01,-4.6542196203e-02
19,4,18,2.2535322246e+02,2.2510684118e+02,2.2534426460e+02,2.2521260973e+02,-4.6542196203e-02,1.5250855900e-03
18,1,26,2.2534426460e+02,2.2521260973e+02,2.2530128184e+02,2.2495665926e+02,1.5250855900e-03,-3.6256692761e-01
26,2,30,2.2530128184e+02,2.2495665926e+02,2.2522900961e+02,2.2466546106e+02,-3.6256692761e-01,-6.1653621591e-01
30,4,31,2.2522900961e+02,2.2466546106e+02,2.2523251239e+02,2.2455809951e+02,-6.1653621591e-01,-6.6467421204e-01
31,2,27,2.2523251239e+02,2.2455809951e+02,2.2525512901e+02,2.2485049814e+02,-6.6467421204e-01,-4.1283629224e-01
27,2,31,2.2525512901e+02,2.2485049814e+02,2.2523227737e+02,2.2455864863e+02,-4.1283629224e-01,-6.6470562450e-01
31,2,27,2.2523227737e+02,2.2455864863e+02,2.2525490318e+02,2.2485104655e+02,-6.6470562450e-01,-4.1286770470e-01
27,1,19,2.2525490318e+02,2.2485104655e+02,2.2526935950e+02,2.2510476756e+02,-4.1286770470e-01,-4.9698501552e-02
19,3,17,2.2526935950e+02,2.2510476756e+02,2.2524587811e+02,2.2534133181e+02,-4.9698501552e-02,9.2425545648e-02
17,0,1,2.2524587811e+02,2.2534133181e+02,2.2522105701e+02,2.2548383000e+02,9.2425545648e-02,5.5543207891e-01
1,3,3,2.2522105701e+02,2.2548383000e+02,2.2527798805e+02,2.2524827547e+02,5.5543207891e-01,4.1099908836e-01
3,0,19,2.2527798805e+02,2.2524827547e+02,2.2531080699e+02,2.2510775963e+02,4.1099908836e-01,-5.1715413792e-02
19,4,18,2.2531080699e+02,2.2510775963e+02,2.2530239641e+02,2.2521357310e+02,-5.1715413792e-02,-3.6481319990e-03
18,3,16,2.2530239641e+02,2.2521357310e+02,2.2534261622e+02,2.2544975739e+02,-3.6481319990e-03,1.3712031527e-01
