Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
12,4,13,2.2500000000e+02,2.2500000000e+02,2.2498614415e+02,2.2489477994e+02,0.0000000000e+00,-4.8074604579e-02
13,0,29,2.2498614415e+02,2.2489477994e+02,2.2495671521e+02,2.2475482317e+02,-4.8074604579e-02,-5.1134931379e-01
29,3,31,2.2495671521e+02,2.2475482317e+02,2.2494916715e+02,2.2451929693e+02,-5.1134931379e-01,-6.5381204422e-01
31,3,29,2.2494916715e+02,2.2451929693e+02,2.2495644574e+02,2.2475495499e+02,-6.5381204422e-01,-5.1143220955e-01
29,3,31,2.2495644574e+02,2.2475495499e+02,2.2494887816e+02,2.2451942937e+02,-5.1143220955e-01,-6.5389493998e-01
31,1,23,2.2494887816e+02,2.2451942937e+02,2.2497500925e+02,2.2477919865e+02,-6.5389493998e-01,-2.9137876584e-01
23,3,21,2.2497500925e+02,2.2477919865e+02,2.2494761982e+02,2.2501247254e+02,-2.9137876584e-01,-1.5071727318e-01
21,2,17,2.2494761982e+02,2.2501247254e+02,2.2495342776e+02,2.2530661125e+02,-1.5071727318e-01,1.0125343651e-01
17,4,16,2.2495342776e+02,2.2530661125e+02,2.2497359013e+02,2.2541482967e+02,1.0125343651e-01,1.4868486120e-01
16,0,0,2.2497359013e+02,2.2541482967e+02,2.2495773874e+02,2.2555411058e+02,1.4868486120e-01,6.1069602287e-01
0,0,16,2.2495773874e+02,2.2555411058e+02,2.2497369289e+02,2.2541448158e+02,6.1069602287e-01,1.4866346271e-01
16,4,17,2.2497369289e+02,2.2541448158e+02,2.2495344214e+02,2.2530648010e+02,1.4866346271e-01,1.0127756871e-01
17,2,21,2.2495344214e+02,2.2530648010e+02,2.2494775403e+02,2.2501244113e+02,1.0127756871e-01,-1.5066279860e-01
21,1,29,2.2494775403e+02,2.2501244113e+02,2.2489258876e+02,2.2475492742e+02,-1.5066279860e-01,-5.1539501474e-01
29,0,13,2.2489258876e+02,2.2475492742e+02,2.2492287361e+02,2.2489507660e+02,-5.1539501474e-01,-5.2118304784e-02
13,1,5,2.2492287361e+02,2.2489507660e+02,2.2489288741e+02,2.2515267264e+02,-5.2118304784e-02,3.1192008380e-01
5,1,13,2.2489288741e+02,2.2515267264e+02,2.2492333009e+02,2.2489482251e+02,3.1192008380e-01,-5.2161821634e-02
13,0,29,2.2492333009e+02,2.2489482251e+02,2.2489332936e+02,2.2475498720e+02,-5.2161821634e-02,-5.1543653084e-01
29,1,21,2.2489332936e+02,2.2475498720e+02,2.2494867462e+02,2.2501268774e+02,-5.1543653084e-01,-1.5070338725e-01
21,4,20,2.2494867462e+02,2.2501268774e+02,2.2496458236e+02,2.2511762033e+02,-1.5070338725e-01,-1.0306022509e-01
20,3,22,2.2496458236e+02,2.2511762033e+02,2.2492771543e+02,2.2488696183e+02,-1.0306022509e-01,-2.4440498699e-01
22,0,6,2.2492771543e+02,2.2488696183e+02,2.2491549980e+02,2.2502643670e+02,-2.4440498699e-01,2.1806397890e-01
6,3,4,2.2491549980e+02,2.2502643670e+02,2.2491610359e+02,2.2525485970e+02,2.1806397890e-01,3.6033791995e-01
4,0,20,2.2491610359e+02,2.2525485970e+02,2.2492096855e+02,2.2511680950e+02,3.6033791995e-01,-1.0239591109e-01
20,2,16,2.2492096855e+02,2.2511680950e+02,2.2497634874e+02,2.2540761500e+02,-1.0239591109e-01,1.4739812450e-01
16,3,18,2.2497634874e+02,2.2540761500e+02,2.2493852279e+02,2.2517115855e+02,1.4739812450e-01,6.6582342240e-03
18,0,2,2.2493852279e+02,2.2517115855e+02,2.2491491408e+02,2.2531234708e+02,6.6582342240e-03,4.6993439119e-01
2,1,10,2.2491491408e+02,2.2531234708e+02,2.2495849554e+02,2.2505242993e+02,4.6993439119e-01,1.0522629418e-01
10,3,8,2.2495849554e+02,2.2505242993e+02,2.2499639099e+02,2.2528405467e+02,1.0522629418e-01,2.4589929271e-01
8,3,10,2.2499639099e+02,2.2528405467e+02,2.2495835961e+02,2.2505248132e+02,2.4589929271e-01,1.0523664898e-01
10,3,8,2.2495835961e+02,2.2505248132e+02,2.2499625266e+02,2.2528410645e+02,1.0523664898e-01,2.4590964751e-01
8,0,24,2.2499625266e+02,2.2528410645e+02,2.2496822789e+02,2.2514856330e+02,2.4590964751e-01,-2.1543177572e-01
24,1,16,2.2496822789e+02,2.2514856330e+02,2.2503585420e+02,2.2540362467e+02,-2.1543177572e-01,1.4526956858e-01
16,1,24,2.2503585420e+02,2.2540362467e+02,2.2496862376e+02,2.2514866906e+02,1.4526956858e-01,-2.1542243072e-01
24,1,16,2.2496862376e+02,2.2514866906e+02,2.2503624769e+02,2.2540373106e+02,-2.1542243072e-01,1.4527891358e-01
16,0,0,2.2503624769e+02,2.2540373106e+02,2.2502087076e+02,2.2554306515e+02,1.4527891358e-01,6.0729007525e-01
0,2,4,2.2502087076e+02,2.2554306515e+02,2.2502664111e+02,2.2524990247e+02,6.0729007525e-01,3.5541905518e-01
4,4,5,2.2502664111e+02,2.2524990247e+02,2.2502170248e+02,2.2514537458e+02,3.5541905518e-01,3.0751524636e-01
5,3,7,2.2502170248e+02,2.2514537458e+02,2.2508319013e+02,2.2491511846e+02,3.0751524636e-01,1.6528447167e-01
7,3,5,2.2508319013e+02,2.2491511846e+02,2.2502176695e+02,2.2514522535e+02,1.6528447167e-01,3.0749492204e-01
5,2,1,2.2502176695e+02,2.2514522535e+02,2.2496561825e+02,2.2544051355e+02,3.0749492204e-01,5.6153752985e-01
1,4,0,2.2496561825e+02,2.2544051355e+02,2.2497495959e+02,2.2554758219e+02,5.6153752985e-01,6.0968047351e-01
0,2,4,2.2497495959e+02,2.2554758219e+02,2.2498143069e+02,2.2525443414e+02,6.0968047351e-01,3.5780945344e-01
4,0,20,2.2498143069e+02,2.2525443414e+02,2.2498594659e+02,2.2511637207e+02,3.5780945344e-01,-1.0492437760e-01
20,0,4,2.2498594659e+02,2.2511637207e+02,2.2498159129e+02,2.2525456212e+02,-1.0492437760e-01,3.5774549150e-01
4,4,5,2.2498159129e+02,2.2525456212e+02,2.2497689584e+02,2.2515002302e+02,3.5774549150e-01,3.0984168268e-01
5,0,21,2.2497689584e+02,2.2515002302e+02,2.2499207808e+02,2.2501043648e+02,3.0984168268e-01,-1.5317236387e-01
21,4,20,2.2499207808e+02,2.2501043648e+02,2.2500824485e+02,2.2511532947e+02,-1.5317236387e-01,-1.0552920170e-01
20,1,28,2.2500824485e+02,2.2511532947e+02,2.2492390183e+02,2.2486294395e+02,-1.0552920170e-01,-4.6876905793e-01
28,4,29,2.2492390183e+02,2.2486294395e+02,2.2489876589e+02,2.2475999792e+02,-4.6876905793e-01,-5.1787655910e-01
29,1,21,2.2489876589e+02,2.2475999792e+02,2.2495473978e+02,2.2501756265e+02,-5.1787655910e-01,-1.5314341551e-01
21,2,17,2.2495473978e+02,2.2501756265e+02,2.2496126132e+02,2.2531168640e+02,-1.5314341551e-01,9.8827294179e-02
17,2,21,2.2496126132e+02,2.2531168640e+02,2.2495485274e+02,2.2501766225e+02,9.8827294179e-02,-1.5311307313e-01
21,0,5,2.2495485274e+02,2.2501766225e+02,2.2493993622e+02,2.2515718280e+02,-1.5311307313e-01,3.0989783955e-01
5,1,13,2.2493993622e+02,2.2515718280e+02,2.2496985740e+02,2.2489927164e+02,3.0989783955e-01,-5.4184065881e-02
13,1,5,2.2496985740e+02,2.2489927164e+02,2.2494040339e+02,2.2515692907e+02,-5.4184065881e-02,3.0985432270e-01
5,1,13,2.2494040339e+02,2.2515692907e+02,2.2497031334e+02,2.2489901661e+02,3.0985432270e-01,-5.4227582731e-02
13,1,5,2.2497031334e+02,2.2489901661e+02,2.2494087055e+02,2.2515667532e+02,-5.4227582731e-02,3.0981080585e-01
5,3,7,2.2494087055e+02,2.2515667532e+02,2.2500288661e+02,2.2492656095e+02,3.0981080585e-01,1.6758003116e-01
7,3,5,2.2500288661e+02,2.2492656095e+02,2.2494093537e+02,2.2515652624e+02,1.6758003116e-01,3.0979048153e-01
5,2,1,2.2494093537e+02,2.2515652624e+02,2.2488410896e+02,2.2545168477e+02,3.0979048153e-01,5.6383308934e-01
1,3,3,2.2488410896e+02,2.2545168477e+02,2.2494301686e+02,2.2521661682e+02,5.6383308934e-01,4.1940009879e-01
3,0,19,2.2494301686e+02,2.2521661682e+02,2.2497701511e+02,2.2507638165e+02,4.1940009879e-01,-4.3314403361e-02
19,3,17,2.2497701511e+02,2.2507638165e+02,2.2495202395e+02,2.2531279117e+02,-4.3314403361e-02,9.8809643839e-02
17,4,16,2.2495202395e+02,2.2531279117e+02,2.2497245073e+02,2.2542096001e+02,9.8809643839e-02,1.4624106853e-01
16,1,24,2.2497245073e+02,2.2542096001e+02,2.2490546801e+02,2.2516593921e+02,1.4624106853e-01,-2.1445093077e-01
24,2,28,2.2490546801e+02,2.2516593921e+02,2.2478630324e+02,2.2488684623e+02,-2.1445093077e-01,-4.6661420658e-01
28,4,29,2.2478630324e+02,2.2488684623e+02,2.2476138919e+02,2.2478384628e+02,-4.6661420658e-01,-5.1572170775e-01
29,3,31,2.2476138919e+02,2.2478384628e+02,2.2475281139e+02,2.2454835529e+02,-5.1572170775e-01,-6.5818443818e-01
31,4,30,2.2475281139e+02,2.2454835529e+02,2.2474846422e+02,2.2465574759e+02,-6.5818443818e-01,-6.1005327872e-01
30,4,31,2.2474846422e+02,2.2465574759e+02,2.2475266294e+02,2.2454841100e+02,-6.1005327872e-01,-6.5819127485e-01
31,4,30,2.2475266294e+02,2.2454841100e+02,2.2474831650e+02,2.2465580332e+02,-6.5819127485e-01,-6.1006011540e-01
