Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
8,1,12,2.2496871465e+02,2.2505869988e+02,2.2490964890e+02,2.2491492497e+02,-1.7849764624e-01,-3.9024310004e-01
12,2,14,2.2490964890e+02,2.2491492497e+02,2.2485208035e+02,2.2478122409e+02,-3.9024310004e-01,-5.1246451981e-01
14,0,6,2.2485208035e+02,2.2478122409e+02,2.2488081811e+02,2.2486935534e+02,-5.1246451981e-01,-2.1615930015e-01
6,3,7,2.2488081811e+02,2.2486935534e+02,2.2487076010e+02,2.2479894197e+02,-2.1615930015e-01,-2.5764941170e-01
7,0,15,2.2487076010e+02,2.2479894197e+02,2.2484745143e+02,2.2471020750e+02,-2.5764941170e-01,-5.5367717260e-01
15,2,13,2.2484745143e+02,2.2471020750e+02,2.2488255745e+02,2.2484985573e+02,-5.5367717260e-01,-4.3173947664e-01
13,0,5,2.2488255745e+02,2.2484985573e+02,2.2490711252e+02,2.2493818356e+02,-4.3173947664e-01,-1.3538911150e-01
5,3,4,2.2490711252e+02,2.2493818356e+02,2.2492481803e+02,2.2500642217e+02,-1.3538911150e-01,-9.3872806248e-02
4,3,5,2.2492481803e+02,2.2500642217e+02,2.2490695631e+02,2.2493821802e+02,-9.3872806248e-02,-1.3539665031e-01
5,0,13,2.2490695631e+02,2.2493821802e+02,2.2488248141e+02,2.2484969267e+02,-1.3539665031e-01,-4.3170782994e-01
13,3,12,2.2488248141e+02,2.2484969267e+02,2.2490591383e+02,2.2491616571e+02,-4.3170782994e-01,-3.8998032431e-01
12,0,4,2.2490591383e+02,2.2491616571e+02,2.2493553525e+02,2.2500298011e+02,-3.8998032431e-01,-9.3886173388e-02
4,0,12,2.2493553525e+02,2.2500298011e+02,2.2490601900e+02,2.2491622418e+02,-9.3886173388e-02,-3.9000685587e-01
12,0,4,2.2490601900e+02,2.2491622418e+02,2.2493564272e+02,2.2500303779e+02,-3.9000685587e-01,-9.3912704948e-02
4,0,12,2.2493564272e+02,2.2500303779e+02,2.2490612417e+02,2.2491628265e+02,-9.3912704948e-02,-3.9003338743e-01
12,2,14,2.2490612417e+02,2.2491628265e+02,2.2484858366e+02,2.2478256971e+02,-3.9003338743e-01,-5.1225480720e-01
14,3,15,2.2484858366e+02,2.2478256971e+02,2.2483271111e+02,2.2471333292e+02,-5.1225480720e-01,-5.5398031429e-01
15,0,7,2.2483271111e+02,2.2471333292e+02,2.2485609409e+02,2.2480210993e+02,-5.5398031429e-01,-2.5794090517e-01
7,3,6,2.2485609409e+02,2.2480210993e+02,2.2486604196e+02,2.2487254746e+02,-2.5794090517e-01,-2.1645600722e-01
6,2,4,2.2486604196e+02,2.2487254746e+02,2.2490561775e+02,2.2501034353e+02,-2.1645600722e-01,-9.4785975822e-02
4,3,5,2.2490561775e+02,2.2501034353e+02,2.2488769375e+02,2.2494215572e+02,-9.4785975822e-02,-1.3630981988e-01
5,3,4,2.2488769375e+02,2.2494215572e+02,2.2490546209e+02,2.2501037799e+02,-1.3630981988e-01,-9.4793514630e-02
4,1,0,2.2490546209e+02,2.2501037799e+02,2.2493471861e+02,2.2516180353e+02,-9.4793514630e-02,1.1714092328e-01
0,1,4,2.2493471861e+02,2.2516180353e+02,2.2490552677e+02,2.2501022065e+02,1.1714092328e-01,-9.4798865070e-02
4,1,0,2.2490552677e+02,2.2501022065e+02,2.2493478409e+02,2.2516164603e+02,-9.4798865070e-02,1.1713557284e-01
0,0,8,2.2493478409e+02,2.2516164603e+02,2.2491845828e+02,2.2507135401e+02,1.1713557284e-01,-1.7891312530e-01
8,1,12,2.2491845828e+02,2.2507135401e+02,2.2485933279e+02,2.2492760366e+02,-1.7891312530e-01,-3.9065857910e-01
12,1,8,2.2485933279e+02,2.2492760366e+02,2.2491858676e+02,2.2507149179e+02,-3.9065857910e-01,-1.7896680335e-01
8,1,12,2.2491858676e+02,2.2507149179e+02,2.2485945355e+02,2.2492774460e+02,-1.7896680335e-01,-3.9071225715e-01
12,3,13,2.2485945355e+02,2.2492774460e+02,2.2483578883e+02,2.2486122027e+02,-3.9071225715e-01,-4.3245727691e-01
13,0,5,2.2483578883e+02,2.2486122027e+02,2.2486040729e+02,2.2494953045e+02,-4.3245727691e-01,-1.3610691177e-01
5,3,4,2.2486040729e+02,2.2494953045e+02,2.2487816179e+02,2.2501775633e+02,-1.3610691177e-01,-9.4590606513e-02
4,1,0,2.2487816179e+02,2.2501775633e+02,2.2490738758e+02,2.2516918780e+02,-9.4590606513e-02,1.1734383140e-01
0,2,2,2.2490738758e+02,2.2516918780e+02,2.2488021356e+02,2.2502781074e+02,1.1734383140e-01,-4.6041781330e-03
2,0,10,2.2488021356e+02,2.2502781074e+02,2.2486510490e+02,2.2493740830e+02,-4.6041781330e-03,-3.0098069400e-01
10,1,14,2.2486510490e+02,2.2493740830e+02,2.2481294430e+02,2.2479076820e+02,-3.0098069400e-01,-5.1331828279e-01
14,2,12,2.2481294430e+02,2.2479076820e+02,2.2487066718e+02,2.2492467265e+02,-5.1331828279e-01,-3.9107557644e-01
12,0,4,2.2487066718e+02,2.2492467265e+02,2.2490038367e+02,2.2501145455e+02,-3.9107557644e-01,-9.4981425523e-02
4,2,6,2.2490038367e+02,2.2501145455e+02,2.2486065882e+02,2.2487361771e+02,-9.4981425523e-02,-2.1669517451e-01
6,0,14,2.2486065882e+02,2.2487361771e+02,2.2483204983e+02,2.2478563494e+02,-2.1669517451e-01,-5.1299742325e-01
14,1,10,2.2483204983e+02,2.2478563494e+02,2.2488436699e+02,2.2493237642e+02,-5.1299742325e-01,-3.0067431174e-01
10,3,11,2.2488436699e+02,2.2493237642e+02,2.2487158823e+02,2.2486291073e+02,-3.0067431174e-01,-3.4221818970e-01
11,2,9,2.2487158823e+02,2.2486291073e+02,2.2489399986e+02,2.2500449692e+02,-3.4221818970e-01,-2.2054901960e-01
9,2,11,2.2489399986e+02,2.2500449692e+02,2.2487151420e+02,2.2486294007e+02,-2.2054901960e-01,-3.4222752885e-01
11,1,15,2.2487151420e+02,2.2486294007e+02,2.2483381704e+02,2.2471340333e+02,-3.4222752885e-01,-5.5412548594e-01
15,0,7,2.2483381704e+02,2.2471340333e+02,2.2485721291e+02,2.2480217695e+02,-5.5412548594e-01,-2.5808607682e-01
7,3,6,2.2485721291e+02,2.2480217695e+02,2.2486717101e+02,2.2487261304e+02,-2.5808607682e-01,-2.1660117887e-01
6,1,2,2.2486717101e+02,2.2487261304e+02,2.2488875874e+02,2.2502534019e+02,-2.1660117887e-01,-4.3914016130e-03
2,1,6,2.2488875874e+02,2.2502534019e+02,2.2486723369e+02,2.2487261457e+02,-4.3914016130e-03,-2.1666806192e-01
6,3,7,2.2486723369e+02,2.2487261457e+02,2.2485713986e+02,2.2480220633e+02,-2.1666806192e-01,-2.5815817347e-01
7,0,15,2.2485713986e+02,2.2480220633e+02,2.2483378605e+02,2.2471348373e+02,-2.5815817347e-01,-5.5418593437e-01
15,2,13,2.2483378605e+02,2.2471348373e+02,2.2486896311e+02,2.2485311408e+02,-5.5418593437e-01,-4.3224823841e-01
13,2,15,2.2486896311e+02,2.2485311408e+02,2.2483367948e+02,2.2471378439e+02,-4.3224823841e-01,-5.5416126582e-01
15,3,14,2.2483367948e+02,2.2471378439e+02,2.2484942483e+02,2.2478291854e+02,-5.5416126582e-01,-5.1245967740e-01
14,2,12,2.2484942483e+02,2.2478291854e+02,2.2490703272e+02,2.2491687250e+02,-5.1245967740e-01,-3.9021697105e-01
12,3,13,2.2490703272e+02,2.2491687250e+02,2.2488340095e+02,2.2485033645e+02,-3.9021697105e-01,-4.3196199080e-01
13,3,12,2.2488340095e+02,2.2485033645e+02,2.2490685027e+02,2.2491680353e+02,-4.3196199080e-01,-3.9023448517e-01
