Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
21,1,29,2.2501171113e+02,2.2499553115e+02,2.2500973060e+02,2.2490954226e+02,-9.8871485900e-04,-1.2232260113e-01
29,2,25,2.2500973060e+02,2.2490954226e+02,2.2501325475e+02,2.2500596266e+02,-1.2232260113e-01,-3.8217865466e-02
25,0,9,2.2501325475e+02,2.2500596266e+02,2.2501311410e+02,2.2505225026e+02,-3.8217865466e-02,1.1614905655e-01
9,2,13,2.2501311410e+02,2.2505225026e+02,2.2501685514e+02,2.2495600324e+02,1.1614905655e-01,3.2131914926e-02
13,0,29,2.2501685514e+02,2.2495600324e+02,2.2501578135e+02,2.2490962007e+02,3.2131914926e-02,-1.2226708513e-01
29,0,13,2.2501578135e+02,2.2490962007e+02,2.2501689883e+02,2.2495601596e+02,-1.2226708513e-01,3.2140901866e-02
13,4,12,2.2501689883e+02,2.2495601596e+02,2.2501673819e+02,2.2499099430e+02,3.2140901866e-02,4.8001983281e-02
12,2,8,2.2501673819e+02,2.2499099430e+02,2.2501875816e+02,2.2508731630e+02,4.8001983281e-02,1.3192944517e-01
8,3,10,2.2501875816e+02,2.2508731630e+02,2.2501827512e+02,2.2501008163e+02,1.3192944517e-01,8.4766951257e-02
10,1,2,2.2501827512e+02,2.2501008163e+02,2.2500909105e+02,2.2509573389e+02,8.4766951257e-02,2.0607172470e-01
2,3,0,2.2500909105e+02,2.2509573389e+02,2.2500543225e+02,2.2517303061e+02,2.0607172470e-01,2.5329563444e-01
0,2,4,2.2500543225e+02,2.2517303061e+02,2.2501106711e+02,2.2507685367e+02,2.5329563444e-01,1.6925851554e-01
4,2,0,2.2501106711e+02,2.2507685367e+02,2.2500540331e+02,2.2517310713e+02,1.6925851554e-01,2.5326499295e-01
0,3,2,2.2500540331e+02,2.2517310713e+02,2.2500899268e+02,2.2509588308e+02,2.5326499295e-01,2.0602050400e-01
2,4,3,2.2500899268e+02,2.2509588308e+02,2.2501311106e+02,2.2506112967e+02,2.0602050400e-01,1.9012046347e-01
3,2,7,2.2501311106e+02,2.2506112967e+02,2.2503038287e+02,2.2496575892e+02,1.9012046347e-01,1.0611402295e-01
7,4,6,2.2503038287e+02,2.2496575892e+02,2.2502575852e+02,2.2500049758e+02,1.0611402295e-01,1.2195864748e-01
6,1,14,2.2502575852e+02,2.2500049758e+02,2.2503325797e+02,2.2491474256e+02,1.2195864748e-01,7.0649635200e-04
14,2,10,2.2503325797e+02,2.2491474256e+02,2.2502929814e+02,2.2501104832e+02,7.0649635200e-04,8.4731033390e-02
10,3,8,2.2502929814e+02,2.2501104832e+02,2.2502972896e+02,2.2508840852e+02,8.4731033390e-02,1.3188797793e-01
8,4,9,2.2502972896e+02,2.2508840852e+02,2.2502931530e+02,2.2505336472e+02,1.3188797793e-01,1.1605293354e-01
