Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
2,2,6,2.2609979026e+02,2.2605310664e+02,2.2606348305e+02,2.2523770828e+02,8.3296365078e-01,1.2205497472e-01
6,3,4,2.2606348305e+02,2.2523770828e+02,2.2633257955e+02,2.2572861906e+02,1.2205497472e-01,5.1186365996e-01
4,2,0,2.2633257955e+02,2.2572861906e+02,2.2663429077e+02,2.2645720316e+02,5.1186365996e-01,1.1790668541e+00
0,1,8,2.2663429077e+02,2.2645720316e+02,2.2644470221e+02,2.2578512692e+02,1.1790668541e+00,2.4126816137e-01
8,2,12,2.2644470221e+02,2.2578512692e+02,2.2587723341e+02,2.2526268886e+02,2.4126816137e-01,-3.9117753076e-01
12,3,14,2.2587723341e+02,2.2526268886e+02,2.2541851990e+02,2.2471464976e+02,-3.9117753076e-01,-7.7875853196e-01
14,3,12,2.2541851990e+02,2.2471464976e+02,2.2587725875e+02,2.2526323269e+02,-7.7875853196e-01,-3.9118730431e-01
12,3,14,2.2587725875e+02,2.2526323269e+02,2.2541853988e+02,2.2471519808e+02,-3.9118730431e-01,-7.7876830551e-01
14,2,10,2.2541853988e+02,2.2471519808e+02,2.2579860919e+02,2.2548570688e+02,-7.7876830551e-01,-1.0852813634e-01
10,3,8,2.2579860919e+02,2.2548570688e+02,2.2624972502e+02,2.2596397988e+02,-1.0852813634e-01,2.5068394974e-01
8,4,9,2.2624972502e+02,2.2596397988e+02,2.2601697633e+02,2.2572648192e+02,2.5068394974e-01,1.2864549396e-01
9,1,1,2.2601697633e+02,2.2572648192e+02,2.2610616447e+02,2.2654381568e+02,1.2864549396e-01,1.1112559243e+00
1,2,5,2.2610616447e+02,2.2654381568e+02,2.2603489361e+02,2.2564719809e+02,1.1112559243e+00,3.9821378889e-01
5,3,7,2.2603489361e+02,2.2564719809e+02,2.2609099602e+02,2.2496636095e+02,3.9821378889e-01,9.0110437900e-03
7,1,15,2.2609099602e+02,2.2496636095e+02,2.2601642874e+02,2.2424419522e+02,9.0110437900e-03,-9.0240485614e-01
15,2,11,2.2601642874e+02,2.2424419522e+02,2.2616231606e+02,2.2507921409e+02,-9.0240485614e-01,-2.7508314916e-01
11,1,3,2.2616231606e+02,2.2507921409e+02,2.2607351157e+02,2.2585333437e+02,-2.7508314916e-01,6.8384958120e-01
3,4,2,2.2607351157e+02,2.2585333437e+02,2.2610860057e+02,2.2612854331e+02,6.8384958120e-01,8.3949970577e-01
2,2,6,2.2610860057e+02,2.2612854331e+02,2.2607762358e+02,2.2531292507e+02,8.3949970577e-01,1.2859102971e-01
6,3,4,2.2607762358e+02,2.2531292507e+02,2.2634350574e+02,2.2580558418e+02,1.2859102971e-01,5.1839971495e-01
4,0,20,2.2634350574e+02,2.2580558418e+02,2.2622510001e+02,2.2546454628e+02,5.1839971495e-01,-7.0684118345e-01
20,3,22,2.2622510001e+02,2.2546454628e+02,2.2576154879e+02,2.2501710754e+02,-7.0684118345e-01,-1.0800118269e+00
22,2,18,2.2576154879e+02,2.2501710754e+02,2.2611309202e+02,2.2572368702e+02,-1.0800118269e+00,-4.0909716726e-01
