Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
24,4,25,2.2500000000e+02,2.2500000000e+02,2.2499648769e+02,2.2492895313e+02,0.0000000000e+00,-3.1775100917e-02
25,0,9,2.2499648769e+02,2.2492895313e+02,2.2499159734e+02,2.2502160232e+02,-3.1775100917e-02,2.7680626015e-01
9,3,11,2.2499159734e+02,2.2502160232e+02,2.2502536932e+02,2.2487058042e+02,2.7680626015e-01,1.8252536071e-01
11,3,9,2.2502536932e+02,2.2487058042e+02,2.2499141627e+02,2.2502167766e+02,1.8252536071e-01,2.7682947489e-01
9,3,11,2.2499141627e+02,2.2502167766e+02,2.2502519176e+02,2.2487065654e+02,2.7682947489e-01,1.8254857544e-01
11,1,3,2.2502519176e+02,2.2487065654e+02,2.2496814618e+02,2.2503527046e+02,1.8254857544e-01,4.2493100633e-01
3,3,1,2.2496814618e+02,2.2503527046e+02,2.2491862769e+02,2.2518503999e+02,4.2493100633e-01,5.2016144715e-01
1,2,5,2.2491862769e+02,2.2518503999e+02,2.2497219189e+02,2.2499636146e+02,5.2016144715e-01,3.5153873746e-01
5,4,4,2.2497219189e+02,2.2499636146e+02,2.2496399966e+02,2.2506574312e+02,3.5153873746e-01,3.8334244883e-01
4,0,20,2.2496399966e+02,2.2506574312e+02,2.2497928179e+02,2.2497486823e+02,3.8334244883e-01,7.4651011141e-02
20,0,4,2.2497928179e+02,2.2497486823e+02,2.2496412881e+02,2.2506584778e+02,7.4651011141e-02,3.8329176699e-01
4,4,5,2.2496412881e+02,2.2506584778e+02,2.2497214231e+02,2.2499656677e+02,3.8329176699e-01,3.5149687058e-01
5,2,1,2.2497214231e+02,2.2499656677e+02,2.2491851419e+02,2.2518518731e+02,3.5149687058e-01,5.2013407448e-01
1,1,9,2.2491851419e+02,2.2518518731e+02,2.2496349084e+02,2.2501609557e+02,5.2013407448e-01,2.7737842712e-01
9,0,25,2.2496349084e+02,2.2501609557e+02,2.2496853181e+02,2.2492342604e+02,2.7737842712e-01,-3.1198330236e-02
25,1,17,2.2496853181e+02,2.2492342604e+02,2.2496159002e+02,2.2509651906e+02,-3.1198330236e-02,2.1111585373e-01
17,1,25,2.2496159002e+02,2.2509651906e+02,2.2496862036e+02,2.2492352141e+02,2.1111585373e-01,-3.1200479046e-02
25,0,9,2.2496862036e+02,2.2492352141e+02,2.2496367677e+02,2.2501616778e+02,-3.1200479046e-02,2.7738088202e-01
9,1,1,2.2496367677e+02,2.2501616778e+02,2.2491881603e+02,2.2518510894e+02,2.7738088202e-01,5.2010392469e-01
1,4,0,2.2491881603e+02,2.2518510894e+02,2.2491255333e+02,2.2525556310e+02,5.2010392469e-01,5.5197800288e-01
0,3,2,2.2491255333e+02,2.2525556310e+02,2.2493396849e+02,2.2510132054e+02,5.5197800288e-01,4.5733798318e-01
2,0,18,2.2493396849e+02,2.2510132054e+02,2.2495803744e+02,2.2501059052e+02,4.5733798318e-01,1.4851152719e-01
18,3,16,2.2495803744e+02,2.2501059052e+02,2.2495247977e+02,2.2516686784e+02,1.4851152719e-01,2.4262536032e-01
16,0,0,2.2495247977e+02,2.2516686784e+02,2.2493227481e+02,2.2525751726e+02,2.4262536032e-01,5.5110047524e-01
0,2,4,2.2493227481e+02,2.2525751726e+02,2.2496329473e+02,2.2506615224e+02,5.5110047524e-01,3.8310994782e-01
4,3,6,2.2496329473e+02,2.2506615224e+02,2.2498491447e+02,2.2491444767e+02,3.8310994782e-01,2.8850103891e-01
6,0,22,2.2498491447e+02,2.2491444767e+02,2.2500372815e+02,2.2482347700e+02,2.8850103891e-01,-2.0074692938e-02
22,1,30,2.2500372815e+02,2.2482347700e+02,2.2500326714e+02,2.2464857070e+02,-2.0074692938e-02,-2.6279610406e-01
30,3,28,2.2500326714e+02,2.2464857070e+02,2.2501293205e+02,2.2480583081e+02,-2.6279610406e-01,-1.6760725957e-01
28,3,30,2.2501293205e+02,2.2480583081e+02,2.2500315673e+02,2.2464849770e+02,-1.6760725957e-01,-2.6282921551e-01
30,3,28,2.2500315673e+02,2.2464849770e+02,2.2501282685e+02,2.2480575749e+02,-2.6282921551e-01,-1.6764037102e-01
28,0,12,2.2501282685e+02,2.2480575749e+02,2.2501773328e+02,2.2489974694e+02,-1.6764037102e-01,1.4102693051e-01
12,1,4,2.2501773328e+02,2.2489974694e+02,2.2499321874e+02,2.2506844315e+02,1.4102693051e-01,3.8342212999e-01
4,1,12,2.2499321874e+02,2.2506844315e+02,2.2501791095e+02,2.2489986899e+02,3.8342212999e-01,1.4100214063e-01
12,1,4,2.2501791095e+02,2.2489986899e+02,2.2499340059e+02,2.2506856581e+02,1.4100214063e-01,3.8339734011e-01
4,0,20,2.2499340059e+02,2.2506856581e+02,2.2500868771e+02,2.2497769176e+02,3.8339734011e-01,7.4705902418e-02
20,2,16,2.2500868771e+02,2.2497769176e+02,2.2500601296e+02,2.2517221970e+02,7.4705902418e-02,2.4205320963e-01
16,4,17,2.2500601296e+02,2.2517221970e+02,2.2500702276e+02,2.2510071490e+02,2.4205320963e-01,2.1039120193e-01
17,3,19,2.2500702276e+02,2.2510071490e+02,2.2504061743e+02,2.2494847210e+02,2.1039120193e-01,1.1588708655e-01
19,3,17,2.2504061743e+02,2.2494847210e+02,2.2500683232e+02,2.2510087734e+02,1.1588708655e-01,2.1042524136e-01
17,2,21,2.2500683232e+02,2.2510087734e+02,2.2503189654e+02,2.2490883833e+02,2.1042524136e-01,4.2461439045e-02
21,4,20,2.2503189654e+02,2.2490883833e+02,2.2502900876e+02,2.2497892159e+02,4.2461439045e-02,7.4151823973e-02
20,2,16,2.2502900876e+02,2.2497892159e+02,2.2502644179e+02,2.2517345098e+02,7.4151823973e-02,2.4149913118e-01
