Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
7,2,5,2.2612579699e+02,2.2449471191e+02,2.2608336708e+02,2.2478675931e+02,-1.2475063562e-01,1.1742709187e-01
5,2,7,2.2608336708e+02,2.2478675931e+02,2.2612570601e+02,2.2449491884e+02,1.1742709187e-01,-1.2468914498e-01
7,0,15,2.2612570601e+02,2.2449491884e+02,2.2610289333e+02,2.2431117556e+02,-1.2468914498e-01,-7.1445598769e-01
15,1,11,2.2610289333e+02,2.2431117556e+02,2.2613373077e+02,2.2462135074e+02,-7.1445598769e-01,-2.9222202703e-01
11,0,3,2.2613373077e+02,2.2462135074e+02,2.2610356817e+02,2.2480359797e+02,-2.9222202703e-01,2.9812114858e-01
3,1,7,2.2610356817e+02,2.2480359797e+02,2.2619092570e+02,2.2449550984e+02,2.9812114858e-01,-1.2243387930e-01
7,2,5,2.2619092570e+02,2.2449550984e+02,2.2614781931e+02,2.2478745816e+02,-1.2243387930e-01,1.1974384819e-01
5,3,4,2.2614781931e+02,2.2478745816e+02,2.2616433631e+02,2.2492915588e+02,1.1974384819e-01,2.0302955858e-01
4,2,6,2.2616433631e+02,2.2492915588e+02,2.2611727291e+02,2.2464420588e+02,2.0302955858e-01,-3.9942467235e-02
6,3,7,2.2611727291e+02,2.2464420588e+02,2.2613228988e+02,2.2449708463e+02,-3.9942467235e-02,-1.2308683089e-01
7,1,3,2.2613228988e+02,2.2449708463e+02,2.2604544307e+02,2.2480496625e+02,-1.2308683089e-01,2.9752763734e-01
3,0,11,2.2604544307e+02,2.2480496625e+02,2.2607587561e+02,2.2462268143e+02,2.9752763734e-01,-2.9279247156e-01
11,3,10,2.2607587561e+02,2.2462268143e+02,2.2607190023e+02,2.2476550314e+02,-2.9279247156e-01,-2.0948212474e-01
10,3,11,2.2607190023e+02,2.2476550314e+02,2.2607555946e+02,2.2462289050e+02,-2.0948212474e-01,-2.9272903993e-01
11,0,3,2.2607555946e+02,2.2462289050e+02,2.2604548927e+02,2.2480515300e+02,-2.9272903993e-01,2.9761413568e-01
3,1,7,2.2604548927e+02,2.2480515300e+02,2.2613269059e+02,2.2449702062e+02,2.9761413568e-01,-1.2294089220e-01
7,0,15,2.2613269059e+02,2.2449702062e+02,2.2611019918e+02,2.2431323773e+02,-1.2294089220e-01,-7.1270773491e-01
15,0,7,2.2611019918e+02,2.2431323773e+02,2.2613290503e+02,2.2449752431e+02,-7.1270773491e-01,-1.2299417814e-01
7,2,5,2.2613290503e+02,2.2449752431e+02,2.2608996222e+02,2.2478949673e+02,-1.2299417814e-01,1.1918354935e-01
5,1,1,2.2608996222e+02,2.2478949673e+02,2.2602943230e+02,2.2510409140e+02,1.1918354935e-01,5.4474032103e-01
1,3,0,2.2602943230e+02,2.2510409140e+02,2.2603448325e+02,2.2524950095e+02,5.4474032103e-01,6.2951334184e-01
0,0,8,2.2603448325e+02,2.2524950095e+02,2.2604169727e+02,2.2506426895e+02,6.2951334184e-01,3.9725520064e-02
8,2,10,2.2604169727e+02,2.2506426895e+02,2.2597459389e+02,2.2477690778e+02,3.9725520064e-02,-2.0241246107e-01
10,3,11,2.2597459389e+02,2.2477690778e+02,2.2597926125e+02,2.2463432457e+02,-2.0241246107e-01,-2.8565937626e-01
11,0,3,2.2597926125e+02,2.2463432457e+02,2.2594790329e+02,2.2481636993e+02,-2.8565937626e-01,3.0468379935e-01
3,0,11,2.2594790329e+02,2.2481636993e+02,2.2597963950e+02,2.2463430756e+02,3.0468379935e-01,-2.8563630955e-01
11,1,15,2.2597963950e+02,2.2463430756e+02,2.2595072705e+02,2.2432442607e+02,-2.8563630955e-01,-7.0788067180e-01
15,0,7,2.2595072705e+02,2.2432442607e+02,2.2597254308e+02,2.2450882009e+02,-7.0788067180e-01,-1.1816711503e-01
7,3,6,2.2597254308e+02,2.2450882009e+02,2.2595653114e+02,2.2465602665e+02,-1.1816711503e-01,-3.4967690076e-02
6,3,7,2.2595653114e+02,2.2465602665e+02,2.2597227982e+02,2.2450898194e+02,-3.4967690076e-02,-1.1811205373e-01
7,2,5,2.2597227982e+02,2.2450898194e+02,2.2592791208e+02,2.2480074123e+02,-1.1811205373e-01,1.2406567376e-01
5,0,13,2.2592791208e+02,2.2480074123e+02,2.2590169102e+02,2.2461731942e+02,1.2406567376e-01,-4.6819982139e-01
13,3,12,2.2590169102e+02,2.2461731942e+02,2.2593993688e+02,2.2475552767e+02,-4.6819982139e-01,-3.8307250219e-01
12,1,8,2.2593993688e+02,2.2475552767e+02,2.2605309154e+02,2.2505500647e+02,-3.8307250219e-01,3.7475189323e-02
8,3,9,2.2605309154e+02,2.2505500647e+02,2.2602532864e+02,2.2490974086e+02,3.7475189323e-02,-4.5706962702e-02
9,0,1,2.2602532864e+02,2.2490974086e+02,2.2599861892e+02,2.2509909882e+02,-4.5706962702e-02,5.4631577473e-01
1,0,9,2.2599861892e+02,2.2509909882e+02,2.2602564109e+02,2.2490929035e+02,5.4631577473e-01,-4.5694453372e-02
9,1,13,2.2602564109e+02,2.2490929035e+02,2.2596567032e+02,2.2460366154e+02,-4.5694453372e-02,-4.7045279301e-01
13,0,5,2.2596567032e+02,2.2460366154e+02,2.2599261036e+02,2.2478714382e+02,-4.7045279301e-01,1.2182244695e-01
5,0,13,2.2599261036e+02,2.2478714382e+02,2.2596597791e+02,2.2460378130e+02,1.2182244695e-01,-4.7044304820e-01
13,1,9,2.2596597791e+02,2.2460378130e+02,2.2602609515e+02,2.2490940508e+02,-4.7044304820e-01,-4.5541390212e-02
9,3,8,2.2602609515e+02,2.2490940508e+02,2.2605359261e+02,2.2505464877e+02,-4.5541390212e-02,3.7609428458e-02
8,0,0,2.2605359261e+02,2.2505464877e+02,2.2604689426e+02,2.2523958479e+02,3.7609428458e-02,6.2739042315e-01
