Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
7,1,5,2.2453351758e+02,2.2422408696e+02,2.2456112658e+02,2.2459839852e+02,-7.5227721828e-01,-2.5878234995e-01
5,2,4,2.2456112658e+02,2.2459839852e+02,2.2459469312e+02,2.2481390150e+02,-2.5878234995e-01,-8.3592780900e-02
4,2,5,2.2459469312e+02,2.2481390150e+02,2.2456082537e+02,2.2459869442e+02,-8.3592780900e-02,-2.5872982245e-01
5,0,1,2.2456082537e+02,2.2459869442e+02,2.2451853663e+02,2.2486778220e+02,-2.5872982245e-01,5.6604896899e-01
1,1,3,2.2451853663e+02,2.2486778220e+02,2.2466402263e+02,2.2450160843e+02,5.6604896899e-01,7.1555899010e-02
3,0,7,2.2466402263e+02,2.2450160843e+02,2.2466410341e+02,2.2423397539e+02,7.1555899010e-02,-7.4721033884e-01
7,0,3,2.2466410341e+02,2.2423397539e+02,2.2466437906e+02,2.2450183057e+02,-7.4721033884e-01,7.1460145650e-02
3,2,2,2.2466437906e+02,2.2450183057e+02,2.2463316511e+02,2.2471752763e+02,7.1460145650e-02,2.4659955230e-01
2,2,3,2.2463316511e+02,2.2471752763e+02,2.2466402050e+02,2.2450169683e+02,2.4659955230e-01,7.1386049740e-02
3,1,1,2.2466402050e+02,2.2450169683e+02,2.2451852966e+02,2.2486792790e+02,7.1386049740e-02,5.6588597821e-01
1,0,5,2.2451852966e+02,2.2486792790e+02,2.2456121755e+02,2.2459889904e+02,5.6588597821e-01,-2.5893359725e-01
5,0,1,2.2456121755e+02,2.2459889904e+02,2.2451898364e+02,2.2486799544e+02,-2.5893359725e-01,5.6584519419e-01
1,1,3,2.2451898364e+02,2.2486799544e+02,2.2466439503e+02,2.2450179203e+02,5.6584519419e-01,7.1352124210e-02
3,0,7,2.2466439503e+02,2.2450179203e+02,2.2466442127e+02,2.2423415898e+02,7.1352124210e-02,-7.4741411364e-01
7,1,5,2.2466442127e+02,2.2423415898e+02,2.2469020963e+02,2.2460860038e+02,-7.4741411364e-01,-2.5391924531e-01
5,1,7,2.2469020963e+02,2.2460860038e+02,2.2466465201e+02,2.2423445332e+02,-2.5391924531e-01,-7.4764684615e-01
7,1,5,2.2466465201e+02,2.2423445332e+02,2.2469052752e+02,2.2460888870e+02,-7.4764684615e-01,-2.5415197782e-01
5,2,4,2.2469052752e+02,2.2460888870e+02,2.2472309584e+02,2.2482454481e+02,-2.5415197782e-01,-7.8962408770e-02
4,0,0,2.2472309584e+02,2.2482454481e+02,2.2472515444e+02,2.2509206992e+02,-7.8962408770e-02,7.3976967046e-01
0,2,1,2.2472515444e+02,2.2509206992e+02,2.2474679361e+02,2.2487160029e+02,7.3976967046e-01,5.6105262596e-01
1,2,0,2.2474679361e+02,2.2487160029e+02,2.2472484771e+02,2.2509172490e+02,5.6105262596e-01,7.3977303080e-01
0,1,2,2.2472484771e+02,2.2509172490e+02,2.2474731514e+02,2.2471707974e+02,7.3977303080e-01,2.4609451523e-01
2,1,0,2.2474731514e+02,2.2471707974e+02,2.2472456760e+02,2.2509146083e+02,2.4609451523e-01,7.3973591869e-01
0,0,4,2.2472456760e+02,2.2509146083e+02,2.2472260615e+02,2.2482337219e+02,7.3973591869e-01,-7.9041653880e-02
4,1,6,2.2472260615e+02,2.2482337219e+02,2.2457429795e+02,2.2445841754e+02,-7.9041653880e-02,-5.7350505367e-01
6,0,2,2.2457429795e+02,2.2445841754e+02,2.2461899688e+02,2.2472725881e+02,-5.7350505367e-01,2.5121497928e-01
2,0,6,2.2461899688e+02,2.2472725881e+02,2.2457478411e+02,2.2445867478e+02,2.5121497928e-01,-5.7360063457e-01
6,0,2,2.2457478411e+02,2.2445867478e+02,2.2461950873e+02,2.2472751178e+02,-5.7360063457e-01,2.5111939838e-01
2,0,6,2.2461950873e+02,2.2472751178e+02,2.2457527028e+02,2.2445893197e+02,2.5111939838e-01,-5.7369621547e-01
6,0,2,2.2457527028e+02,2.2445893197e+02,2.2462002060e+02,2.2472776470e+02,-5.7369621547e-01,2.5102381748e-01
2,1,0,2.2462002060e+02,2.2472776470e+02,2.2459542791e+02,2.2510202911e+02,2.5102381748e-01,7.4466522094e-01
0,2,1,2.2459542791e+02,2.2510202911e+02,2.2461814613e+02,2.2488166806e+02,7.4466522094e-01,5.6594817644e-01
