Statei,Action,Staten,xcmi,ycmi,xcmn,ycmn,thetai,thetan
16,4,17,2.2500000000e+02,2.2500000000e+02,2.2490124073e+02,2.2482958903e+02,0.0000000000e+00,-7.8559314405e-02
17,0,1,2.2490124073e+02,2.2482958903e+02,2.2489547528e+02,2.2508636003e+02,-7.8559314405e-02,6.9245281365e-01
1,3,3,2.2489547528e+02,2.2508636003e+02,2.2493414069e+02,2.2466377892e+02,6.9245281365e-01,4.4346096767e-01
3,3,1,2.2493414069e+02,2.2466377892e+02,2.2489472857e+02,2.2508599748e+02,4.4346096767e-01,6.9244910307e-01
1,3,3,2.2489472857e+02,2.2508599748e+02,2.2493339242e+02,2.2466341623e+02,6.9244910307e-01,4.4345725709e-01
3,1,11,2.2493339242e+02,2.2466341623e+02,2.2500660430e+02,2.2420552383e+02,4.4345725709e-01,-1.6008760832e-01
11,3,9,2.2500660430e+02,2.2420552383e+02,2.2503737577e+02,2.2459796763e+02,-1.6008760832e-01,7.4725550485e-02
9,2,13,2.2503737577e+02,2.2459796763e+02,2.2488831334e+02,2.2413499461e+02,7.4725550485e-02,-3.4509625301e-01
13,4,12,2.2488831334e+02,2.2413499461e+02,2.2496966238e+02,2.2429639223e+02,-3.4509625301e-01,-2.6333657035e-01
12,0,28,2.2496966238e+02,2.2429639223e+02,2.2480829341e+02,2.2410130620e+02,-2.6333657035e-01,-1.0330235875e+00
28,0,12,2.2480829341e+02,2.2410130620e+02,2.2497029904e+02,2.2429701613e+02,-1.0330235875e+00,-2.6337210050e-01
12,4,13,2.2497029904e+02,2.2429701613e+02,2.2488869129e+02,2.2413580304e+02,-2.6337210050e-01,-3.4512436911e-01
13,2,9,2.2488869129e+02,2.2413580304e+02,2.2503820084e+02,2.2459812809e+02,-3.4512436911e-01,7.4669305142e-02
9,1,1,2.2503820084e+02,2.2459812809e+02,2.2504477068e+02,2.2507070948e+02,7.4669305142e-02,6.8386136769e-01
1,0,17,2.2504477068e+02,2.2507070948e+02,2.2504808165e+02,2.2481350626e+02,6.8386136769e-01,-8.7149298928e-02
17,1,25,2.2504808165e+02,2.2481350626e+02,2.2483638937e+02,2.2441210899e+02,-8.7149298928e-02,-6.8993040090e-01
25,1,17,2.2483638937e+02,2.2441210899e+02,2.2504869812e+02,2.2481289641e+02,-6.8993040090e-01,-8.7196151068e-02
17,0,1,2.2504869812e+02,2.2481289641e+02,2.2504515054e+02,2.2506970763e+02,-8.7196151068e-02,6.8381597699e-01
1,1,9,2.2504515054e+02,2.2506970763e+02,2.2503757321e+02,2.2459641432e+02,6.8381597699e-01,7.4731144432e-02
9,4,8,2.2503757321e+02,2.2459641432e+02,2.2513339394e+02,2.2476027972e+02,7.4731144432e-02,1.5292898989e-01
8,3,10,2.2513339394e+02,2.2476027972e+02,2.2493744005e+02,2.2441229129e+02,1.5292898989e-01,-7.8734227088e-02
10,0,26,2.2493744005e+02,2.2441229129e+02,2.2482281246e+02,2.2420388605e+02,-7.8734227088e-02,-8.4988756788e-01
26,3,24,2.2482281246e+02,2.2420388605e+02,2.2509685516e+02,2.2451056249e+02,-8.4988756788e-01,-6.1092925755e-01
24,0,8,2.2509685516e+02,2.2451056249e+02,2.2521905990e+02,2.2470383960e+02,-6.1092925755e-01,1.5250079926e-01
8,2,12,2.2521905990e+02,2.2470383960e+02,2.2495575909e+02,2.2429411454e+02,1.5250079926e-01,-2.5781603775e-01
12,3,14,2.2495575909e+02,2.2429411454e+02,2.2476290072e+02,2.2392847867e+02,-2.5781603775e-01,-4.9630930266e-01
14,0,30,2.2476290072e+02,2.2392847867e+02,2.2461832400e+02,2.2371613386e+02,-4.9630930266e-01,-1.2673136725e+00
30,1,22,2.2461832400e+02,2.2371613386e+02,2.2487301675e+02,2.2411547401e+02,-1.2673136725e+00,-6.5825681325e-01
22,3,20,2.2487301675e+02,2.2411547401e+02,2.2506368002e+02,2.2446038494e+02,-6.5825681325e-01,-4.2337794090e-01
20,3,22,2.2506368002e+02,2.2446038494e+02,2.2487278572e+02,2.2411552710e+02,-4.2337794090e-01,-6.5828377774e-01
22,3,20,2.2487278572e+02,2.2411552710e+02,2.2506345829e+02,2.2446043289e+02,-6.5828377774e-01,-4.2340490539e-01
20,0,4,2.2506345829e+02,2.2446043289e+02,2.2510780319e+02,2.2468417558e+02,-4.2340490539e-01,3.4631336834e-01
4,1,12,2.2510780319e+02,2.2468417558e+02,2.2500888151e+02,2.2428242349e+02,3.4631336834e-01,-2.5691843540e-01
12,1,4,2.2500888151e+02,2.2428242349e+02,2.2510793023e+02,2.2468338439e+02,-2.5691843540e-01,3.4633042078e-01
4,1,12,2.2510793023e+02,2.2468338439e+02,2.2500901540e+02,2.2428163062e+02,3.4633042078e-01,-2.5690138296e-01
12,0,28,2.2500901540e+02,2.2428163062e+02,2.2484890517e+02,2.2408551019e+02,-2.5690138296e-01,-1.0265884002e+00
28,2,24,2.2484890517e+02,2.2408551019e+02,2.2524828804e+02,2.2444000436e+02,-1.0265884002e+00,-6.0619359087e-01
24,4,25,2.2524828804e+02,2.2444000436e+02,2.2512870241e+02,2.2428984268e+02,-6.0619359087e-01,-6.8709247338e-01
25,3,27,2.2512870241e+02,2.2428984268e+02,2.2501477105e+02,2.2393676040e+02,-6.8709247338e-01,-9.2617348113e-01
27,3,25,2.2501477105e+02,2.2393676040e+02,2.2512855367e+02,2.2429053647e+02,-9.2617348113e-01,-6.8711961534e-01
25,2,29,2.2512855367e+02,2.2429053647e+02,2.2483105367e+02,2.2388814520e+02,-6.8711961534e-01,-1.1168407357e+00
29,4,28,2.2483105367e+02,2.2388814520e+02,2.2493205560e+02,2.2403446214e+02,-1.1168407357e+00,-1.0303763817e+00
28,2,24,2.2493205560e+02,2.2403446214e+02,2.2533277842e+02,2.2438744091e+02,-1.0303763817e+00,-6.0998157242e-01
24,0,8,2.2533277842e+02,2.2438744091e+02,2.2545479993e+02,2.2458083375e+02,-6.0998157242e-01,1.5344848439e-01
8,0,24,2.2545479993e+02,2.2458083375e+02,2.2533308068e+02,2.2438700421e+02,1.5344848439e-01,-6.0994791795e-01
24,4,25,2.2533308068e+02,2.2438700421e+02,2.2521293214e+02,2.2423729254e+02,-6.0994791795e-01,-6.9084680046e-01
25,0,9,2.2521293214e+02,2.2423729254e+02,2.2531931037e+02,2.2444873860e+02,-6.9084680046e-01,7.7746202933e-02
9,4,8,2.2531931037e+02,2.2444873860e+02,2.2541463660e+02,2.2461289215e+02,7.7746202933e-02,1.5594404839e-01
8,1,0,2.2541463660e+02,2.2461289215e+02,2.2548835671e+02,2.2504640551e+02,1.5594404839e-01,7.5589271352e-01
0,4,1,2.2548835671e+02,2.2504640551e+02,2.2541487114e+02,2.2487748825e+02,7.5589271352e-01,6.7374786944e-01
1,1,9,2.2541487114e+02,2.2487748825e+02,2.2540252910e+02,2.2440429522e+02,6.7374786944e-01,6.4663036882e-02
9,2,13,2.2540252910e+02,2.2440429522e+02,2.2524881562e+02,2.2394284555e+02,6.4663036882e-02,-3.5515876661e-01
13,2,9,2.2524881562e+02,2.2394284555e+02,2.2540295672e+02,2.2440364711e+02,-3.5515876661e-01,6.4634907642e-02
9,0,25,2.2540295672e+02,2.2440364711e+02,2.2529449710e+02,2.2419351972e+02,6.4634907642e-02,-7.0399484676e-01
25,1,17,2.2529449710e+02,2.2419351972e+02,2.2551242152e+02,2.2459128160e+02,-7.0399484676e-01,-1.0126059693e-01
17,1,25,2.2551242152e+02,2.2459128160e+02,2.2529508627e+02,2.2419291144e+02,-1.0126059693e-01,-7.0404169890e-01
25,1,17,2.2529508627e+02,2.2419291144e+02,2.2551302932e+02,2.2459066311e+02,-7.0404169890e-01,-1.0130744907e-01
17,1,25,2.2551302932e+02,2.2459066311e+02,2.2529567541e+02,2.2419230314e+02,-1.0130744907e-01,-7.0408855104e-01
25,3,27,2.2529567541e+02,2.2419230314e+02,2.2517575979e+02,2.2384120814e+02,-7.0408855104e-01,-9.4316955879e-01
27,3,25,2.2517575979e+02,2.2384120814e+02,2.2529553848e+02,2.2419299936e+02,-9.4316955879e-01,-7.0411569300e-01
25,2,29,2.2529553848e+02,2.2419299936e+02,2.2499124270e+02,2.2379572229e+02,-7.0411569300e-01,-1.1338368133e+00
29,3,31,2.2499124270e+02,2.2379572229e+02,2.2486106138e+02,2.2341604520e+02,-1.1338368133e+00,-1.3740554165e+00
31,0,15,2.2486106138e+02,2.2341604520e+02,2.2498430927e+02,2.2361940920e+02,-1.3740554165e+00,-6.0794092982e-01
15,3,13,2.2498430927e+02,2.2361940920e+02,2.2503699900e+02,2.2403596005e+02,-6.0794092982e-01,-3.7598276738e-01
13,4,12,2.2503699900e+02,2.2403596005e+02,2.2512329347e+02,2.2419476851e+02,-3.7598276738e-01,-2.9422308472e-01
12,1,4,2.2512329347e+02,2.2419476851e+02,2.2523722750e+02,2.2459175633e+02,-2.9422308472e-01,3.0902577146e-01
4,2,0,2.2523722750e+02,2.2459175633e+02,2.2536162981e+02,2.2507122852e+02,3.0902577146e-01,7.2804390099e-01
0,4,1,2.2536162981e+02,2.2507122852e+02,2.2528346919e+02,2.2490442298e+02,7.2804390099e-01,6.4589905691e-01
1,3,3,2.2528346919e+02,2.2490442298e+02,2.2530242708e+02,2.2448050034e+02,6.4589905691e-01,3.9690721093e-01
3,4,2,2.2530242708e+02,2.2448050034e+02,2.2530723240e+02,2.2465800110e+02,3.9690721093e-01,4.8330404854e-01
2,4,3,2.2530723240e+02,2.2465800110e+02,2.2530203543e+02,2.2448043711e+02,4.8330404854e-01,3.9687433658e-01
3,4,2,2.2530203543e+02,2.2448043711e+02,2.2530684659e+02,2.2465793772e+02,3.9687433658e-01,4.8327117419e-01
2,3,0,2.2530684659e+02,2.2465793772e+02,2.2543307450e+02,2.2503889074e+02,4.8327117419e-01,7.2343189656e-01
0,4,1,2.2543307450e+02,2.2503889074e+02,2.2535414541e+02,2.2487244745e+02,7.2343189656e-01,6.4128705248e-01
1,4,0,2.2535414541e+02,2.2487244745e+02,2.2543295902e+02,2.2503926275e+02,6.4128705248e-01,7.2351741769e-01
0,4,1,2.2543295902e+02,2.2503926275e+02,2.2535404416e+02,2.2487281270e+02,7.2351741769e-01,6.4137257361e-01
1,0,17,2.2535404416e+02,2.2487281270e+02,2.2534642718e+02,2.2461570098e+02,6.4137257361e-01,-1.2963809301e-01
17,4,16,2.2534642718e+02,2.2461570098e+02,2.2545358656e+02,2.2478095987e+02,-1.2963809301e-01,-5.1053107550e-02
16,3,18,2.2545358656e+02,2.2478095987e+02,2.2524011191e+02,2.2441946283e+02,-5.1053107550e-02,-2.8302604456e-01
18,2,22,2.2524011191e+02,2.2441946283e+02,2.2508928111e+02,2.2395722095e+02,-2.8302604456e-01,-7.0280864167e-01
22,0,6,2.2508928111e+02,2.2395722095e+02,2.2512732375e+02,2.2419082077e+02,-7.0280864167e-01,6.5786198500e-02
6,1,14,2.2512732375e+02,2.2419082077e+02,2.2506524386e+02,2.2374121219e+02,6.5786198500e-02,-5.3697309695e-01
14,1,6,2.2506524386e+02,2.2374121219e+02,2.2512821954e+02,2.2419081872e+02,-5.3697309695e-01,6.5740221060e-02
6,3,4,2.2512821954e+02,2.2419081872e+02,2.2524127907e+02,2.2454450329e+02,6.5740221060e-02,3.0483676824e-01
4,0,20,2.2524127907e+02,2.2454450329e+02,2.2518803266e+02,2.2432188583e+02,3.0483676824e-01,-4.6482129198e-01
20,0,4,2.2518803266e+02,2.2432188583e+02,2.2524160350e+02,2.2454360057e+02,-4.6482129198e-01,3.0489698175e-01
4,1,12,2.2524160350e+02,2.2454360057e+02,2.2512613229e+02,2.2414628881e+02,3.0489698175e-01,-2.9833482199e-01
12,2,8,2.2512613229e+02,2.2414628881e+02,2.2540568288e+02,2.2454476421e+02,-2.9833482199e-01,1.1194343919e-01
8,4,9,2.2540568288e+02,2.2454476421e+02,2.2530297254e+02,2.2438526273e+02,1.1194343919e-01,3.3776600899e-02
9,2,13,2.2530297254e+02,2.2438526273e+02,2.2513508211e+02,2.2392878006e+02,3.3776600899e-02,-3.8604520259e-01
